protein_id,clade,length,pfam_id,taxa_id
A0A1B8ALM9,E,366,PF05726,36050
A0A1B8AMY0,E,253,PF10159,36050
A0A1B8AUG8,E,263,PF08547,36050
A0A1B8B8X4,E,146,mobidb-lite,36050
A0A1B8BVQ9,E,1123,mobidb-lite,1622147
A0A1B8BYZ3,E,694,mobidb-lite,1622147
A0A1B8C0K8,E,365,PF05368,1622147
A0A1B8C2Z1,E,1263,mobidb-lite,1622147
A0A1B8C348,E,607,PF03484,1622147
A0A1B8C4I1,E,540,mobidb-lite,1622147
A0A1B8C701,E,798,mobidb-lite,1622147
A0A1B8C9K7,E,832,mobidb-lite,1622147
A0A1B8CMJ1,E,843,mobidb-lite,1622147
A0A1B8CPF2,E,631,mobidb-lite,1622147
A0A1B8D1J2,E,1087,mobidb-lite,1622150
A0A1B8DAZ3,E,2104,mobidb-lite,1622150
A0A1B8DB99,E,408,mobidb-lite,1622150
A0A1B8DFY9,E,474,PF07690,1622150
A0A1B8DHB6,E,278,PF13419,1622150
A0A1B8DJC5,E,726,PF06470,1622150
A0A1B8DKP9,E,226,PF10587,1622150
A0A1B8DQG9,E,417,mobidb-lite,1524831
A0A1B8DS67,E,303,PF10584,1524831
A0A1B8DUU7,E,807,PF05185,1524831
A0A1B8DUW1,E,1883,CoiledCoil,1524831
A0A1B8EEF3,E,602,PF01425,1524831
A0A1B8EII7,E,117,PF10329,1622149
A0A1B8EJ06,E,762,mobidb-lite,1622149
A0A1B8EXW7,E,1006,mobidb-lite,1622149
A0A1B8EZB6,E,1153,PF00644,1622149
A0A1B8F8X8,E,997,mobidb-lite,1622149
A0A1B8F9K3,E,741,mobidb-lite,1622149
A0A1B8FAV4,E,169,PF01451,1622149
A0A1B8FG73,E,1340,CoiledCoil,1622148
A0A1B8FH95,E,359,PF00107,1622148
A0A1B8FLL7,E,1083,mobidb-lite,1622148
A0A1B8FPK1,E,412,mobidb-lite,1622148
A0A1B8FWW7,E,981,mobidb-lite,1622148
A0A1B8G3Z4,E,569,PF00144,1622148
A0A1B8GA85,E,449,mobidb-lite,342668
A0A1B8GE85,E,835,mobidb-lite,342668
A0A1B8GEK3,E,741,mobidb-lite,342668
A0A1B8GR94,E,434,mobidb-lite,342668
A0A1B8GY43,E,646,PF03901,342668
A0A1B8Y9E5,E,879,mobidb-lite,8364
A0A1C1CKU0,E,2127,PF16415,86049
A0A1C1CNE8,E,466,PF11951,86049
A0A1C1CNY8,E,531,PF05224,86049
A0A1C1WU12,E,809,PF04082,158607
A0A1C1WUA4,E,350,PF00248,158607
A0A1C1X8G2,E,596,PF01384,158607
A0A1C1XAG4,E,1067,mobidb-lite,158607
A0A1C1XDK5,E,404,mobidb-lite,158607
A0A1C1XH35,E,888,PF11838,158607
A0A1C1XNB6,E,365,mobidb-lite,158607
A0A1C1XQ53,E,1324,mobidb-lite,158607
A0A1C1XRL6,E,492,PF00067,158607
A0A1C3KB55,E,1897,mobidb-lite,5858
A0A1C3KCX9,E,1452,mobidb-lite,5858
A0A1C3KNB4,E,325,PF00164,36330
A0A1C3L2U7,E,718,mobidb-lite,5858
A0A1C3PI47,E,366,PF00129,9606
A0A1C7D3A1,E,682,PF00623,191923
A0A1C7M1L0,E,516,mobidb-lite,5627
A0A1C7M5B8,E,123,PF00106,5627
A0A1C7M616,E,238,mobidb-lite,5627
A0A1C7ME04,E,174,PF02991,5627
A0A1C7MH28,E,1079,mobidb-lite,5627
A0A1C7MIQ6,E,1381,PF04983,5627
A0A1C7N929,E,685,mobidb-lite,101091
A0A1C7N9I9,E,339,mobidb-lite,101091
A0A1C7NA13,E,1034,PF02383,101091
A0A1C7NAH6,E,619,PF08728,101091
A0A1C7NIA0,E,845,PF01644,101091
A0A1C7NJ99,E,170,mobidb-lite,101091
A0A1C7NMU6,E,857,PF02149,101091
A0A1C8DSR5,E,96,PF00091,196064
A0A1C8FMQ8,E,860,mobidb-lite,7957
A0A1C8M429,E,219,PF00115,301681
A0A1C8XWA4,E,171,PF00115,1881792
A0A1C9CIF7,E,168,PF00515,110510
A0A1C9DF18,E,210,PF00115,1887117
A0A1C9DP96,E,182,PF00115,1888799
A0A1C9E226,E,219,PF00115,1881743
A0A1C9F0Z6,E,197,PF00115,1881783
A0A1C9F3M8,E,179,PF00115,1291955
A0A1C9FY72,E,212,PF00115,1887804
A0A1C9G1J0,E,171,PF00115,1895159
A0A1C9GV89,E,170,PF00115,397147
A0A1C9HBF4,E,223,PF00115,1380089
A0A1C9HFH2,E,402,PF00361,1470420
A0A1C9HFJ1,E,429,PF02788,1898841
A0A1C9I8L7,E,138,PF00069,1899216
A0A1C9IHQ4,E,600,PF00018,588596
A0A1C9ILY7,E,188,PF00115,1887212
A0A1C9JAM2,E,184,PF02788,1899179
A0A1C9K974,E,181,PF00115,1881761
A0A1C9NN11,E,179,PF00115,1881783
A0A1C9Q6G7,E,190,PF00115,1881780
A0A1C9SC67,E,209,PF00115,1887729
A0A1C9SG08,E,183,PF00115,1250596
A0A1C9SKK7,E,217,PF00115,1881782
A0A1C9SNE7,E,194,PF00115,1887786
A0A1C9SNQ0,E,183,PF00115,1250602
A0A1C9T125,E,209,PF00115,1887744
A0A1C9T145,E,204,PF00115,1887947
A0A1C9T3C4,E,197,PF00115,1881743
A0A1C9U3P6,E,203,PF00115,233159
A0A1D0BVI1,E,100,PF00253,1708225
A0A1D0CCU9,E,1070,PF04560,1120453
A0A1D1UUQ7,E,336,mobidb-lite,947166
A0A1D1UV66,E,1889,mobidb-lite,947166
A0A1D1V0L0,E,10695,mobidb-lite,947166
A0A1D1V4N9,E,534,PF00561,947166
A0A1D1V8I2,E,183,PF04573,947166
A0A1D1VBZ2,E,797,mobidb-lite,947166
A0A1D1W7J8,E,180,PF00067,947166
A0A1D1XC88,E,420,mobidb-lite,1678845
A0A1D1XL73,E,429,PF00892,1678845
A0A1D1XTJ7,E,375,mobidb-lite,1678845
A0A1D1XTT6,E,153,PF13855,1678845
A0A1D1Y1J1,E,257,PF13419,1678845
A0A1D1Y407,E,534,PF01593,1678845
A0A1D1Y5E4,E,658,PF09731,1678845
A0A1D1Y8I6,E,820,PF04782,1678845
A0A1D1YLZ9,E,395,PF07714,1678845
A0A1D1YN86,E,447,PF03552,1678845
A0A1D1YRU9,E,1039,mobidb-lite,1678845
A0A1D1YVT9,E,1682,PF13445,1678845
A0A1D1YW50,E,476,mobidb-lite,1678845
A0A1D1Z109,E,640,PF13812,1678845
A0A1D1Z2A3,E,104,PF01453,1678845
A0A1D1Z4K8,E,261,mobidb-lite,1678845
A0A1D1Z7Y7,E,1394,PF02364,1678845
A0A1D1ZAU4,E,345,PF01063,1678845
A0A1D1ZRU2,E,296,mobidb-lite,3075
A0A1D2A3D5,E,775,mobidb-lite,3075
A0A1D2A9E5,E,451,PF11798,3075
A0A1D2ABL3,E,557,mobidb-lite,3075
A0A1D2JB81,E,1461,PF01061,121759
A0A1D2JD40,E,1804,mobidb-lite,121759
A0A1D2JDW1,E,259,PF05705,121759
A0A1D2JEM3,E,156,PF01248,121759
A0A1D2JGH5,E,715,PF00994,121759
A0A1D2JIF6,E,332,mobidb-lite,121759
A0A1D2JIM0,E,223,PF08609,121759
A0A1D2JJ13,E,1512,mobidb-lite,121759
A0A1D2JKY0,E,1371,LowComplexity,121759
A0A1D2JQ71,E,1686,PF00307,121759
A0A1D2M1R9,E,197,PF00650,48709
A0A1D2ML09,E,1701,PF00520,48709
A0A1D2MLU8,E,311,mobidb-lite,48709
A0A1D2N5E3,E,438,PF00002,48709
A0A1D2NAR2,E,220,PF10075,48709
A0A1D2NGJ8,E,460,PF00045,48709
A0A1D2NHJ2,E,508,PF01485,48709
A0A1D2NL61,E,472,mobidb-lite,48709
A0A1D3CRX6,E,1026,PF14295,88456
A0A1D3CY02,E,1250,mobidb-lite,88456
A0A1D3CZ45,E,1558,mobidb-lite,88456
A0A1D3D572,E,706,mobidb-lite,88456
A0A1D3D6G0,E,370,PF00400,88456
A0A1D3D9F6,E,494,PF03952,88456
A0A1D3D9S1,E,416,PF06098,88456
A0A1D3DAK0,E,241,PF12294,88456
A0A1D3JLI0,E,347,PF08423,5858
A0A1D3JNW6,E,565,mobidb-lite,5821
A0A1D3KY58,E,1515,mobidb-lite,36330
A0A1D3PXH9,E,1018,mobidb-lite,5821
A0A1D3RDK2,E,503,PF00083,36330
A0A1D3SD77,E,1820,PF11556,5821
A0A1D3TEK1,E,1496,mobidb-lite,5858
A0A1D3TK10,E,1521,PF00271,36330
A0A1D3TLQ0,E,195,PF10417,36330
A0A1D3U8J3,E,190,PF01479,36330
A0A1D5NT53,E,1046,PF00028,9031
A0A1D5NVP0,E,426,PF00069,9031
A0A1D5P290,E,227,PF00953,9031
A0A1D5P3V8,E,868,mobidb-lite,9031
A0A1D5P4E8,E,1478,mobidb-lite,9031
A0A1D5P4M0,E,4557,PF00028,9031
A0A1D5P5D4,E,107,PF00583,9031
A0A1D5P7I6,E,168,PF14736,9031
A0A1D5P838,E,577,mobidb-lite,9031
A0A1D5P898,E,1215,PF16059,9031
A0A1D5PGI2,E,767,mobidb-lite,9031
A0A1D5PND9,E,360,CoiledCoil,9031
A0A1D5PYJ4,E,558,mobidb-lite,9031
A0A1D5Q0F6,E,597,PF01392,9544
A0A1D5Q574,E,393,PF09240,9544
A0A1D5Q655,E,278,PF00243,9544
A0A1D5QAK4,E,305,PF15302,9544
A0A1D5QC66,E,984,PF00621,9544
A0A1D5QEE5,E,242,PF00076,9544
A0A1D5QH79,E,887,PF08699,9544
A0A1D5QIC4,E,468,PF04137,9544
A0A1D5QJC0,E,639,PF00013,9544
A0A1D5QN50,E,380,PF08711,9544
A0A1D5QQI8,E,918,PF03542,9544
A0A1D5QV06,E,1848,PF00520,9544
A0A1D5QV06,E,1848,PF06512,9544
A0A1D5QVF5,E,1935,PF02736,9544
A0A1D5QW32,E,677,PF01979,9544
A0A1D5QYY1,E,593,mobidb-lite,9544
A0A1D5RED0,E,575,mobidb-lite,9544
A0A1D5RKA7,E,542,PF00415,9544
A0A1D5RL92,E,938,mobidb-lite,10090
A0A1D5RMF7,E,985,mobidb-lite,10090
A0A1D5RS07,E,841,PF07780,4565
A0A1D5RTC4,E,1215,CoiledCoil,4565
A0A1D5RWY3,E,714,mobidb-lite,4565
A0A1D5RXH9,E,669,mobidb-lite,4565
A0A1D5RXW0,E,263,mobidb-lite,4565
A0A1D5SVA4,E,290,mobidb-lite,4565
A0A1D5TU76,E,569,PF02782,4565
A0A1D5U3K9,E,668,mobidb-lite,4565
A0A1D5U8G2,E,111,PF07876,4565
A0A1D5U8J5,E,669,PF13041,4565
A0A1D5UKK3,E,466,PF08224,4565
A0A1D5UME2,E,360,PF04050,4565
A0A1D5UPJ7,E,446,PF02887,4565
A0A1D5UQK5,E,476,PF00415,4565
A0A1D5UR98,E,263,PF08241,4565
A0A1D5URG6,E,862,mobidb-lite,4565
A0A1D5URG7,E,276,mobidb-lite,4565
A0A1D5UUT8,E,525,PF13855,4565
A0A1D5UW56,E,1037,PF14383,4565
A0A1D5V6N8,E,316,PF08263,4565
A0A1D5VNE7,E,1273,mobidb-lite,4565
A0A1D5VW77,E,291,mobidb-lite,4565
A0A1D5W2S3,E,261,PF08781,4565
A0A1D5W5C1,E,1043,PF00806,4565
A0A1D5W8A1,E,816,PF11145,4565
A0A1D5WCF1,E,367,PF12937,4565
A0A1D5WJ96,E,203,PF00931,4565
A0A1D5WP74,E,307,mobidb-lite,4565
A0A1D5WWC3,E,764,mobidb-lite,4565
A0A1D5X2V9,E,638,PF00931,4565
A0A1D5X4V8,E,305,PF00657,4565
A0A1D5XBV0,E,1265,mobidb-lite,4565
A0A1D5XGC0,E,146,PF03171,4565
A0A1D5XPW4,E,718,mobidb-lite,4565
A0A1D5Y4S0,E,630,PF13962,4565
A0A1D5YCR2,E,858,PF01535,4565
A0A1D5YFG7,E,529,PF13041,4565
A0A1D5YFK1,E,443,PF00022,4565
A0A1D5YWV5,E,186,PF03018,4565
A0A1D5Z6C8,E,554,mobidb-lite,4565
A0A1D5ZAD1,E,539,PF00646,4565
A0A1D5ZHA3,E,853,PF00931,4565
A0A1D5ZHF2,E,374,PF07298,4565
A0A1D5ZW67,E,279,PF00010,4565
A0A1D5ZYA8,E,820,PF01535,4565
A0A1D6AC39,E,891,mobidb-lite,4565
A0A1D6AJK3,E,340,mobidb-lite,4565
A0A1D6AK17,E,217,PF00571,4565
A0A1D6AQG2,E,523,PF00067,4565
A0A1D6AQW6,E,639,PF07714,4565
A0A1D6AVE3,E,1266,PF00931,4565
A0A1D6B1Z8,E,384,PF02536,4565
A0A1D6B3C3,E,218,PF14226,4565
A0A1D6BB74,E,720,mobidb-lite,4565
A0A1D6BEE9,E,398,PF12937,4565
A0A1D6BF60,E,707,mobidb-lite,4565
A0A1D6BIK9,E,902,mobidb-lite,4565
A0A1D6BJK6,E,549,CoiledCoil,4565
A0A1D6BQQ3,E,393,PF08268,4565
A0A1D6BS08,E,519,PF00069,4565
A0A1D6BSU5,E,313,mobidb-lite,4565
A0A1D6C543,E,314,LowComplexity,4565
A0A1D6C771,E,550,PF13968,4565
A0A1D6C8Q8,E,2133,PF13359,4565
A0A1D6CBR1,E,204,mobidb-lite,4565
A0A1D6CPW2,E,286,PF01138,4565
A0A1D6CTF5,E,236,PF02681,4565
A0A1D6CXD8,E,159,mobidb-lite,4565
A0A1D6D1G8,E,221,PF13774,4565
A0A1D6D3Y4,E,883,PF08263,4565
A0A1D6D811,E,594,PF00004,4565
A0A1D6DAR7,E,853,mobidb-lite,4565
A0A1D6DFQ2,E,787,PF00571,4565
A0A1D6DGM4,E,596,mobidb-lite,4565
A0A1D6DJA3,E,1247,PF00271,4565
A0A1D6DK17,E,749,PF00225,4565
A0A1D6DKY3,E,503,mobidb-lite,4565
A0A1D6DLV3,E,1178,PF00627,4565
A0A1D6DXM7,E,821,PF08276,4577
A0A1D6E0D6,E,710,PF00689,4577
A0A1D6E3R3,E,1612,PF00400,4577
A0A1D6E6N1,E,325,PF07714,4577
A0A1D6E719,E,124,PF13878,4577
A0A1D6E958,E,486,PF13180,4577
A0A1D6EA12,E,546,PF03467,4577
A0A1D6EC49,E,692,PF10431,4577
A0A1D6EFZ2,E,764,PF13847,4577
A0A1D6EGI9,E,312,PF00106,4577
A0A1D6EJ64,E,348,mobidb-lite,4577
A0A1D6ELH0,E,629,PF00076,4577
A0A1D6EMZ2,E,449,PF13802,4577
A0A1D6EQX2,E,1429,PF05970,4577
A0A1D6F2S3,E,1128,mobidb-lite,4577
A0A1D6F5D8,E,497,mobidb-lite,4577
A0A1D6FBK4,E,341,CoiledCoil,4577
A0A1D6FE78,E,712,mobidb-lite,4577
A0A1D6FH31,E,485,PF00389,4577
A0A1D6FYR9,E,878,PF00400,4577
A0A1D6FYR9,E,878,PF00400,4577
A0A1D6FZ80,E,961,mobidb-lite,4577
A0A1D6FZF8,E,338,PF00248,4577
A0A1D6G7D4,E,115,PF01128,4577
A0A1D6GBT5,E,1063,mobidb-lite,4577
A0A1D6GHR9,E,1221,mobidb-lite,4577
A0A1D6GN57,E,528,mobidb-lite,4577
A0A1D6H5A8,E,1293,mobidb-lite,4577
A0A1D6H920,E,516,PF12452,4577
A0A1D6H9F6,E,715,PF00565,4577
A0A1D6HSH1,E,984,mobidb-lite,4577
A0A1D6HUM7,E,617,PF02913,4577
A0A1D6I667,E,183,PF01217,4577
A0A1D6IBE4,E,225,PF03357,4577
A0A1D6ILF1,E,400,PF00651,4577
A0A1D6IPP0,E,560,PF00614,4577
A0A1D6J0T0,E,487,PF01556,4577
A0A1D6J1T2,E,159,PF14569,4577
A0A1D6J3N5,E,565,PF08326,4577
A0A1D6K3I5,E,612,mobidb-lite,4577
A0A1D6KLN3,E,229,CoiledCoil,4577
A0A1D6KP09,E,506,PF13041,4577
A0A1D6KPZ5,E,706,PF00076,4577
A0A1D6KWE8,E,1081,CoiledCoil,4577
A0A1D6KX69,E,828,PF00046,4577
A0A1D6L4C4,E,1199,PF00035,4577
A0A1D6L5R6,E,453,mobidb-lite,4577
A0A1D6LMB5,E,1346,PF02364,4577
A0A1D6M0Z8,E,233,PF01237,4577
A0A1D6MCY3,E,190,PF01782,4577
A0A1D6MDJ3,E,863,PF13041,4577
A0A1D6MG73,E,910,PF00076,4577
A0A1D6MG86,E,359,mobidb-lite,4577
A0A1D6MM36,E,298,PF03195,4577
A0A1D6MP35,E,1198,mobidb-lite,4577
A0A1D6N6Y4,E,471,mobidb-lite,4577
A0A1D6NDB5,E,1058,PF12169,4577
A0A1D6NG83,E,1271,mobidb-lite,4577
A0A1D6NGT4,E,345,PF00224,4577
A0A1D6NQG3,E,1842,mobidb-lite,4577
A0A1D6NYQ3,E,149,PF13368,4577
A0A1D6P1Z4,E,695,mobidb-lite,4577
A0A1D6P623,E,1402,mobidb-lite,4577
A0A1D6PAT3,E,883,CoiledCoil,4577
A0A1D6PH76,E,1641,PF00271,4577
A0A1D6PHF6,E,374,PF00232,4577
A0A1D6PIX3,E,397,PF07145,4577
A0A1D6PVE2,E,140,PF01559,4577
A0A1D6PZT3,E,292,mobidb-lite,4577
A0A1D6Q643,E,827,mobidb-lite,4577
A0A1D6QE35,E,221,PF01486,4577
A0A1D6QFZ3,E,1169,PF00637,4577
A0A1D6RI98,E,548,PF01535,4565
A0A1D6RRK6,E,824,PF00168,4565
A0A1D6RXA7,E,507,PF04194,4565
A0A1D6S2S8,E,161,PF01428,4565
A0A1D6S897,E,808,PF04931,4565
A0A1D6SD15,E,845,PF13041,4565
A0A1D6YDW4,E,497,PF00115,1745304
A0A1D6YJI5,E,184,PF00430,4424
A0A1D6YY54,E,217,PF00189,349246
A0A1D8BHI5,E,310,PF06444,38893
A0A1D8ELK1,E,113,PF10413,490347
A0A1D8MJC8,E,257,PF00162,53485
A0A1D8NA22,E,482,PF00296,4952
A0A1D8RDL6,E,48,PF02468,1805947
A0A1D8RJG9,E,487,PF00115,1908628
A0A1E1FE87,E,64,PF00400,1712136
A0A1E1FEB5,E,77,PF00118,1712121
A0A1E1FF39,E,76,PF00493,1712130
A0A1E1FIK3,E,348,PF06444,643342
A0A1E1G7A1,E,198,PF00119,6326
A0A1E1GHD7,E,193,PF00976,110107
A0A1E1GIF0,E,530,PF00115,6269
A0A1E1J245,E,363,PF00566,5670
A0A1E1J2I6,E,1185,PF04565,5670
A0A1E1J3R8,E,914,mobidb-lite,5670
A0A1E1JUG3,E,1035,mobidb-lite,914237
A0A1E1JY73,E,961,mobidb-lite,914238
A0A1E1JZK6,E,1225,mobidb-lite,914237
A0A1E1K261,E,907,mobidb-lite,914238
A0A1E1KBP6,E,79,PF04419,914238
A0A1E1KM63,E,829,PF00076,914238
A0A1E1L1V6,E,1010,mobidb-lite,914238
A0A1E1L7U3,E,622,PF00069,914238
A0A1E1LBD5,E,1369,PF00271,914237
A0A1E1LCY2,E,1650,mobidb-lite,914237
A0A1E1LHF2,E,1692,mobidb-lite,914238
A0A1E1LKQ4,E,699,PF00175,914237
A0A1E1M0F7,E,1941,PF12859,38038
A0A1E1M8N9,E,1009,PF13364,38038
A0A1E1MG07,E,875,PF07717,38038
A0A1E1MHL7,E,209,mobidb-lite,38038
A0A1E1MJP5,E,328,PF00491,38038
A0A1E1MMM7,E,1117,mobidb-lite,38038
A0A1E1MW07,E,335,PF00230,38038
A0A1E1WEQ7,E,494,mobidb-lite,13191
A0A1E1WX12,E,95,PF10269,187763
A0A1E1X300,E,323,PF07525,187763
A0A1E1X672,E,388,PF01501,187763
A0A1E1X9A8,E,491,PF01266,187763
A0A1E1X9S9,E,1987,mobidb-lite,187763
A0A1E1XEW3,E,1744,mobidb-lite,187763
A0A1E1XG54,E,1033,PF00632,187763
A0A1E1XHC5,E,1018,mobidb-lite,187763
A0A1E1XJ39,E,224,PF00412,187763
A0A1E1XKA4,E,714,PF00650,1581419
A0A1E1XNJ2,E,2049,PF00629,1581419
A0A1E1XNR1,E,429,PF00023,1581419
A0A1E2XUU0,E,178,PF00717,121759
A0A1E2Y3L1,E,623,mobidb-lite,121759
A0A1E2Y6B9,E,519,mobidb-lite,121759
A0A1E2YBY5,E,973,PF04082,121759
A0A1E2YC84,E,1234,PF16187,121759
A0A1E2YDG1,E,589,PF04791,121759
A0A1E2YDR7,E,677,mobidb-lite,121759
A0A1E3BDA2,E,1742,PF05001,573508
A0A1E3BE05,E,1288,mobidb-lite,573508
A0A1E3BFD8,E,1148,CoiledCoil,573508
A0A1E3BJW4,E,214,mobidb-lite,573508
A0A1E3BUE4,E,419,PF16503,573508
A0A1E5RJG5,E,1514,PF14510,29833
A0A1E5RT09,E,921,PF00493,211096
A0A1E5RU73,E,422,PF00069,29833
A0A1E5RVT9,E,259,PF00117,56408
A0A1E5RW01,E,1915,PF02138,211096
A0A1E5RZG6,E,2346,PF01504,56408
A0A1E5RZP7,E,1694,PF00614,56408
A0A1E5UIP7,E,396,PF03634,888268
A0A1E5UJG2,E,842,PF12819,888268
A0A1E5UKY6,E,464,mobidb-lite,888268
A0A1E5UPU9,E,213,PF02701,888268
A0A1E5UQM9,E,562,PF00271,888268
A0A1E5UUI3,E,374,PF01073,888268
A0A1E5UVU1,E,223,PF03987,888268
A0A1E5VER1,E,896,mobidb-lite,888268
A0A1E5VN17,E,411,PF00069,888268
A0A1E5VNK9,E,277,PF09366,888268
A0A1E5VPP0,E,1502,mobidb-lite,888268
A0A1E5VWC1,E,456,mobidb-lite,888268
A0A1E5VX55,E,881,PF13855,888268
A0A1E5VY14,E,742,PF13967,888268
A0A1E5W8Y3,E,456,PF00069,888268
A0A1E5WED9,E,1049,PF00806,888268
A0A1F5L2L0,E,542,PF02515,1835702
A0A1F5L415,E,383,PF00331,1835702
A0A1F5L4C5,E,555,PF07690,1835702
A0A1F5L4V2,E,305,PF00248,1835702
A0A1F5L9Q4,E,434,PF01070,1835702
A0A1F5LJN6,E,552,mobidb-lite,1835702
A0A1F7ZLG9,E,942,mobidb-lite,109264
A0A1F7ZMI9,E,297,mobidb-lite,109264
A0A1F7ZPL0,E,765,mobidb-lite,109264
A0A1F7ZRY6,E,1328,PF00400,109264
A0A1F7ZSM0,E,1249,PF15044,109264
A0A1F7ZUG8,E,770,mobidb-lite,109264
A0A1F7ZYH0,E,467,mobidb-lite,109264
A0A1F8ABC5,E,491,PF00999,109264
A0A1F8AD43,E,512,mobidb-lite,109264
A0A1F8ADX5,E,353,PF00107,109264
A0A1G4AP89,E,492,PF00884,1209926
A0A1G4AX60,E,893,mobidb-lite,1209926
A0A1G4B013,E,775,PF00330,1209926
A0A1G4BKC4,E,266,mobidb-lite,1209926
A0A1G4BKW3,E,435,mobidb-lite,1209926
A0A1G4E8F0,E,325,PF05795,5855
A0A1G4H5Q6,E,1508,PF00225,5855
A0A1G4HAR3,E,475,mobidb-lite,5855
A0A1G4HHT1,E,1911,mobidb-lite,5855
A0A1G4I117,E,620,PF05783,5694
A0A1G4I6R4,E,533,mobidb-lite,5694
A0A1G4IAP0,E,516,PF00098,5694
A0A1G4IDB0,E,1789,mobidb-lite,5694
A0A1G4IIZ7,E,1756,PF00612,5694
A0A1G4IJ87,E,780,mobidb-lite,5694
A0A1G4IWW5,E,589,mobidb-lite,1230905
A0A1G4JQ98,E,2158,PF14691,1230905
A0A1G4M9K9,E,550,PF00117,4955
A0A1G4MB30,E,3123,PF06650,4955
A0A1G4MFB1,E,2102,mobidb-lite,4955
A0A1G4NW93,E,474,PF00006,1653392
A0A1H6PI51,E,828,PF00076,4952
A0A1H6PTA7,E,1190,mobidb-lite,4952
A0A1H6Q2J1,E,1117,PF02463,4952
A0A1H6QA03,E,887,PF01624,4952
A0A1I7RL95,E,704,mobidb-lite,6326
A0A1I7RPJ1,E,148,PF10256,6326
A0A1I7RQW3,E,623,CoiledCoil,6326
A0A1I7RWB6,E,384,PF00501,6326
A0A1I7SCB1,E,1061,PF00201,6326
A0A1I7SHJ5,E,590,PF05127,6326
A0A1I7SLR7,E,836,mobidb-lite,6326
A0A1I7SLV0,E,271,PF13414,6326
A0A1I7SQU3,E,518,mobidb-lite,6326
A0A1I7SX67,E,309,PF00337,6326
A0A1I7SZJ2,E,137,PF00170,1561998
A0A1I7T0R8,E,654,mobidb-lite,1561998
A0A1I7T137,E,254,PF00642,1561998
A0A1I7TSN5,E,412,PF00441,1561998
A0A1I7TVI1,E,174,PF04042,1561998
A0A1I7U7H0,E,594,PF01549,1561998
A0A1I7V0S0,E,247,PF00013,1561998
A0A1I7V4R0,E,2795,PF01681,1561998
A0A1I7V5X4,E,531,PF13855,7209
A0A1I7V8P4,E,208,PF15348,7209
A0A1I7VBD8,E,360,PF00013,7209
A0A1I7VDX8,E,789,PF01434,7209
A0A1I7VFU1,E,1145,PF03178,7209
A0A1I7VP51,E,853,mobidb-lite,7209
A0A1I7VRC2,E,319,PF13181,7209
A0A1I7X418,E,172,PF01130,37862
A0A1I7X7J0,E,267,PF01762,37862
A0A1I7XGJ7,E,1178,PF04212,37862
A0A1I7XJY0,E,2582,PF00028,37862
A0A1I7XV17,E,1443,PF00630,37862
A0A1I7XVP4,E,225,PF03083,37862
A0A1I7YDK0,E,212,PF01245,37863
A0A1I7Z261,E,1533,mobidb-lite,37863
A0A1I7Z525,E,95,PF00089,37863
A0A1I7Z7J7,E,188,PF11987,37863
A0A1I7ZLW0,E,405,mobidb-lite,37863
A0A1I7ZS91,E,341,PF10320,37863
A0A1I7ZTT7,E,158,mobidb-lite,37863
A0A1I7ZXB8,E,336,LowComplexity,37863
A0A1I8AIF2,E,218,PF01740,37863
A0A1I8AVU6,E,363,PF10321,37863
A0A1I8B426,E,864,PF05172,6305
A0A1I8B7L9,E,1191,mobidb-lite,6305
A0A1I8BEX7,E,366,mobidb-lite,6305
A0A1I8BGC2,E,443,PF00782,6305
A0A1I8BGJ2,E,629,PF01266,6305
A0A1I8BVU6,E,921,PF04109,6305
A0A1I8BWN2,E,949,PF00571,6305
A0A1I8BWW2,E,729,LowComplexity,6305
A0A1I8CFE4,E,149,PF01746,114890
A0A1I8CGX6,E,755,PF13426,114890
A0A1I8CJ95,E,607,PF03919,114890
A0A1I8CRP3,E,335,PF03314,114890
A0A1I8EDB1,E,330,PF00397,6293
A0A1I8EDF6,E,411,mobidb-lite,6293
A0A1I8EKC0,E,526,mobidb-lite,6293
A0A1I8EPN8,E,299,PF00400,6293
A0A1I8EPR2,E,872,PF12490,6293
A0A1I8EU60,E,1183,PF07679,6293
A0A1I8EUU9,E,244,PF01234,6293
A0A1I8EZL7,E,608,PF00782,6293
A0A1I8F3J1,E,489,PF13855,282301
A0A1I8F4A4,E,310,PF00595,282301
A0A1I8F588,E,1219,PF00282,282301
A0A1I8FCY6,E,539,mobidb-lite,282301
A0A1I8FN46,E,490,PF14676,282301
A0A1I8FZC9,E,774,PF00225,282301
A0A1I8GB09,E,383,PF10354,282301
A0A1I8GUK2,E,783,PF14429,282301
A0A1I8GXT7,E,1105,mobidb-lite,282301
A0A1I8H2D6,E,335,mobidb-lite,282301
A0A1I8H350,E,538,PF04587,282301
A0A1I8H8F3,E,1052,PF07885,282301
A0A1I8H938,E,1182,PF00010,282301
A0A1I8H968,E,282,PF13598,282301
A0A1I8HDZ5,E,1412,PF01413,282301
A0A1I8HJK5,E,1962,PF00002,282301
A0A1I8HJS5,E,943,PF12796,282301
A0A1I8HKU4,E,1287,PF12796,282301
A0A1I8HMU7,E,1946,LowComplexity,282301
A0A1I8HNP8,E,328,PF00069,282301
A0A1I8HPC5,E,753,PF14370,282301
A0A1I8HPL4,E,507,mobidb-lite,282301
A0A1I8HU41,E,1320,PF00176,282301
A0A1I8HVT0,E,3304,PF01530,282301
A0A1I8HYA0,E,3402,LowComplexity,282301
